name,inst_type,entity,permco,dt_start,dt_end
Coast Bancorp,Bank Holding Company,3003570,15345,19900101,20000331
Wintrust Financial Corporation,Bank Holding Company,2260406,15385,19970331,20181231
"Firstfed Bancorp, Inc.",Bank Holding Company,2376567,15417,19900101,20050930
"First Sterling Banks, Incorporated",Bank Holding Company,2236447,15424,19900101,20060601
"First South Bancorp, Inc.",Bank Holding Company,2521509,15426,19970430,20171031
"Codorus Valley Bancorp, Inc.",Bank Holding Company,1142475,15450,19970430,20181231
"Flagstar Bancorp, Inc.",Thrift holding company,3852022,15454,19970430,20181231
Greater Community Bancorp,Bank Holding Company,1134023,15480,19900101,20080701
"Pathfinder Bancorp, M.H.C.",Commercial Bank,2368964,15490,19970530,20141016
Pathfinder Bancorp Inc,Bank Holding Company,2596776,15490,20141017,20181231
Western Bancorp,Bank Holding Company,1031775,15508,19900101,19991116
Tib Financial Corp.,Bank Holding Company,2457943,15532,19900101,20120331
"Pacific Premier Bancorp, Inc.",Bank Holding Company,3489594,15547,20070330,20181231
"Monocacy Bancshares, Incorporated",Bank Holding Company,2127871,15554,19900101,19981201
Community First Banking Company,Bank Holding Company,2569266,15559,19900101,20011213
Clarkston 16Th Avenue Branch,Commercial Bank,77374,15569,19970702,20061130
"Phs Bancorp, M.H.C.",Bank Holding Company,2561215,15588,19981110,20011220
Phsb Financial Corporation,Bank Holding Company,3051188,15588,20011221,20050211
Virginia Commonwealth Financial Corporation,Bank Holding Company,1478026,15593,19900101,20020119
Bank Of The Ozarks Inc,Bank Holding Company,1097089,15596,19970731,20170626
Community Bancorp Inc.,Bank Holding Company,2801050,15600,19900101,20061027
Lakeland Financial Corporation,Bank Holding Company,1208906,15657,19970829,20181231
Shore Financial Corporation,Bank Holding Company,2639011,15662,19900101,20080601
Valley Independent Bank,Commercial Bank,877369,15669,19970825,19980312
Vib Corp,Bank Holding Company,2626646,15669,19980313,20021226
Virginia Commerce Bank,Commercial Bank,1190074,15675,19970902,19991222
"Virginia Commerce Bancorp, Inc.",Bank Holding Company,2856377,15675,19991223,20140131
"First International Bancorp, Inc.",Bank Holding Company,1137695,15703,19900101,20010807
"Century Bancshares, Inc.",Bank Holding Company,1130847,15704,19900101,20011208
"Prime Bancshares, Inc.",Bank Holding Company,1109517,15719,19900101,20021219
"Annapolis Bancorp, Inc.",Bank Holding Company,1472257,15728,19971031,20130405
"Cnbt Bancshares, Inc.",Bank Holding Company,2691840,15732,19900101,20040412
"Northway Financial, Inc.",Bank Holding Company,2582827,15734,19900101,20070630
Ambassador Bank Of The Commonwealth,Commercial Bank,1496020,15762,19900101,19980912
"Success Bancshares, Inc.",Bank Holding Company,1139457,15769,19900101,20011116
Six Rivers National Bank,Commercial Bank,1425020,15772,19900101,20040101
Vrb Bancorp,Bank Holding Company,1031298,15807,19900101,20001201
"Bay Bancshares, Inc.",Bank Holding Company,1108435,15808,19900101,20010330
Intervest Bancshares Corporation,Bank Holding Company,2049302,15848,19971128,20150210
Security Bank Corporation,Bank Holding Company,2244358,15864,19900101,20090724
Capital Bank Corporation,Bank Holding Company,2741156,15901,19900101,20120331
Boe Financial Services Of Va,Bank Holding Company,2905734,15902,19900101,20080601
"Warwick Community Bancorp, Inc.",Bank Holding Company,2615770,15903,19900101,20041001
Borel Private Bank And Trust Company,Commercial Bank,208169,15904,19900101,20110528
"Eastern Virginia Bankshares, Inc.",Bank Holding Company,2626691,15912,19980130,20170623
"Mahoning National Bancorp, Inc.",Bank Holding Company,1980891,15913,19900101,19990930
Slade'S Ferry Bancorp,Bank Holding Company,1820700,15915,19900101,20080301
"Mystic Financial, Inc.",Commercial Bank,2628529,15917,19980109,20050107
Heritage Financial Corporation,Bank Holding Company,2166124,15918,19980130,20181231
"Timberland Bancorp, Inc.",Bank Holding Company,2621548,15921,19980130,20181231
Long Island Commercial Bank,Commercial Bank,1438589,15922,19980114,19990127
Long Island Financial Corp.,Bank Holding Company,2745752,15922,19990128,20051230
C&F Financial Corporation,Bank Holding Company,2183493,15926,19980130,20181231
Sterling Financial Corporation,Bank Holding Company,1143829,15931,19900101,20080405
"Nara Bancorp, Inc.",Bank Holding Company,2961879,15933,20010202,20181231
"Hopfed Bancorp, Inc.",Thrift holding company,3832556,15956,19980227,20181231
Republic Banking Corporation Of Florida,Bank Holding Company,1079610,15968,19980212,19990715
"Midwest Banc Holdings, Inc.",Bank Holding Company,1209828,15982,19900101,20100331
Norwood Financial Corp.,Bank Holding Company,2365356,15993,19980331,20181231
Cowlitz Bancorporation,Bank Holding Company,1984040,16006,19900101,20100730
"Cavalry Bancorp, Inc.",Bank Holding Company,3072923,16014,19900101,20060316
Independence Community Bank Corp.,Bank Holding Company,1952441,16016,19900101,19980313
"Bancorp Rhode Island, Inc.",Bank Holding Company,2896458,16022,19900101,20110930
"Gulf West Banks, Inc.",Bank Holding Company,2267553,16025,19900101,20020901
"Brookline Bancorp, Inc.",Bank Holding Company,2631510,16026,19980331,20181231
Umpqua Holdings Corporation,Bank Holding Company,2747644,16035,19990313,20181231
"Colony Bankcorp, Inc.",Bank Holding Company,1085170,16037,19980430,20181231
North Valley Bancorp,Bank Holding Company,1029334,16041,19980430,20141003
"Dearborn Bancorp, Inc.",Bank Holding Company,2193906,16046,19900101,20110630
Frontier Financial Corporation,Bank Holding Company,1031346,16053,19900101,20091231
"First Niagara Financial Group, Inc.",Bank Holding Company,2648693,16060,19980430,20160729
"Union National Bancorp, Inc.",Bank Holding Company,2227258,16062,19900101,20000714
"Main Street Bancorp, Inc",Bank Holding Company,2674302,16079,19900101,20020309
Jeffersonville Bancorp,Bank Holding Company,1048504,16084,19900101,20120331
Regency Bancorp,Bank Holding Company,2283496,16096,19900101,19991007
"Southside Bancshares, Incorporated",Bank Holding Company,1245068,16107,19980529,20181231
Central Coast Bancorp,Bank Holding Company,2263407,16114,19900101,20060201
"Guaranty Bancshares, Inc.",Bank Holding Company,1862036,16115,19900101,20050630
"Heritage Bancorp, Inc.",Bank Holding Company,742225,16116,19900101,20011101
"Glb Bancorp, Inc.",Bank Holding Company,2571755,16117,19900101,20031019
Drovers Bancshares Corporation,Bank Holding Company,1117222,16132,19900101,20010701
Pointe Financial Corporation,Bank Holding Company,2224257,16151,19900101,20050506
"Cobiz Financial, Inc.",Bank Holding Company,1060328,16163,19980630,20180928
Washington Banking Company,Bank Holding Company,2406174,16173,19980630,20140430
Pnb Financial Group,Bank Holding Company,1030808,16175,19900101,19981231
"Svb Financial Services, Inc.",Bank Holding Company,2473484,16197,19900101,20050701
Fnb Corporation,Bank Holding Company,2432614,16199,19900101,20080228
"Provident Community Bancshares, Inc.",Bank Holding Company,3177341,16200,19900101,20110930
"Bcsb Bancorp, Inc.",Bank Holding Company,3832949,16202,20080410,20140214
United Community Financial Corporation,Thrift holding company,3831250,16204,19980731,20181231
Mid-State Bancshares,Bank Holding Company,2516943,16209,19900101,20070501
Cardinal Financial Corporation,Bank Holding Company,2682996,16213,19980731,20170421
"Psb Bancorp, Inc.",Bank Holding Company,2625489,16216,19900101,20070402
Bwc Financial Corp.,Bank Holding Company,1029576,16220,19900101,20061016
"Republic Bancorp, Inc.",Bank Holding Company,1097025,16222,19980731,20181231
"Cfs Bancorp, Inc.",Thrift holding company,3632484,16231,19980731,20131112
"Florida Banks, Inc.",Bank Holding Company,2693219,16242,19900101,20040716
"Merrill Merchants Bancshares, Inc.",Bank Holding Company,2009294,16259,19900101,20070608
Bankfirst Corporation,Bank Holding Company,1427118,16270,19900101,20001228
"Admiralty Bancorp, Inc.",Bank Holding Company,2142548,16287,19900101,20030426
First Busey Corporation,Bank Holding Company,1203602,16290,19981030,20181231
Cny Financial Corporation,Bank Holding Company,2714833,16293,19981006,20000707
Rockingham Heritage Bank,Commercial Bank,1495331,16298,19900101,20070714
Cnb Financial Corporation,Bank Holding Company,1118340,16300,19981030,20181231
Community Bancorp Of New Jersey,Bank Holding Company,2826389,16303,19900101,20040709
"Ucbh Holdings, Inc.",Bank Holding Company,2694814,16308,19900101,20090930
Columbia Bancorp,Bank Holding Company,2378440,16311,19900101,20091231
"Prosperity Bancshares, Inc.",Bank Holding Company,1109599,16313,19981130,20181231
Community First National Bank,Commercial Bank,417064,16318,19900101,20000829
Wilshire State Bank,Commercial Bank,382667,16321,19981119,20040831
"Wilshire Bancorp, Inc.",Bank Holding Company,3248513,16321,20040826,20160729
Seacoast Financial Services Corporation,Bank Holding Company,2252858,16322,19981120,20040723
"Ecb Bancorp, Inc.",Bank Holding Company,2686659,16328,19981231,20130328
"Vail Banks, Inc.",Bank Holding Company,2141028,16339,19900101,20060901
Superior Bancorp,Bank Holding Company,2731858,16340,19900101,20110415
"United Financial Holdings, Inc.",Bank Holding Company,1083354,16345,19900101,20030301
"Metrocorp Bancshares, Inc.",Bank Holding Company,2344799,16351,19981231,20140116
Lamar Capital Corporation,Bank Holding Company,1141414,16354,19900101,20010701
"Virginia Capital Bancshares, Inc.",Bank Holding Company,2767585,16359,19981223,20010627
Innes Street Financial Corporation,Bank Holding Company,2953650,16362,19981229,20011231
Lincoln Bancorp,Bank Holding Company,3313354,16363,19981230,20081231
Oneida Financial Corp.,Thrift holding company,2728625,16364,19981231,20151204
Central Federal Corp,Thrift holding company,3828577,16365,19981231,20181231
First Capital Inc,Thrift holding company,2867458,16367,19990129,20181231
First Western Bank,Commercial Bank,2640772,16370,19900101,20020101
"Gb&T Bancshares, Inc.",Bank Holding Company,2670573,16371,19900101,20080501
"Provident New York Bancorp, Inc.",Thrift holding company,3083291,16374,20040114,20181231
Crescent Banking Company,Bank Holding Company,1958827,16375,19900101,20100723
Alliance Financial Corporation,Bank Holding Company,1140510,16380,19900101,20130309
"Cnb Florida Bancshares, Inc.",Bank Holding Company,1143016,16390,19900101,20040716
"Eldorado Bancshares, Inc.",Bank Holding Company,2454894,16393,19900101,20010331
"East West Bancorp, Inc.",Bank Holding Company,2734233,16402,19990226,20181231
Yadkin Valley Financial Corporation,Bank Holding Company,3432965,16427,20060701,20170310
Troy Financial Corporation,Bank Holding Company,2767633,16456,19990331,20040116
"Capitol Federal Financial, Inc.",Thrift holding company,4226910,16457,20101222,20181231
"First Bancorp Of Indiana, Inc.",Bank Holding Company,3832284,16464,19990407,20080507
American National Bankshares Inc.,Bank Holding Company,1076691,16487,19990430,20181231
"1St State Bancorp, Inc.",Bank Holding Company,2776813,16491,19900101,20060103
City Bank,Commercial Bank,456474,16572,19900101,20100417
Bank Of The Sierra,Commercial Bank,662369,16578,19990610,20010809
Sierra Bancorp,Bank Holding Company,2976396,16578,20010810,20181231
"Team Financial, Inc.",Bank Holding Company,1138795,16598,19900101,20080930
"Financial Institutions, Inc.",Bank Holding Company,1032464,16609,19990630,20181231
"Privatebancorp, Inc.",Bank Holding Company,1839319,16624,19990630,20170622
"Greene County Bancorp, Inc",Commercial Bank,2728607,16640,19990730,20181231
"Hudson City Bancorp, Inc.",Commercial Bank,2367556,16646,19990730,20151030
"First Bancorp, Inc., The",Bank Holding Company,1133932,16649,19990730,20181231
Western Sierra Bancorp,Bank Holding Company,2508788,16679,19900101,20060603
"Evertrust Financial Group, Inc.",Bank Holding Company,2115757,17170,19991004,20041015
"Rome, Mhc",Commercial Bank,2823351,17181,19991006,20110331
"Eagle Bancorp, Inc.",Bank Holding Company,2652104,17183,19991029,20181231
Rhbt Financial Corporation,Bank Holding Company,2803036,17318,19900101,20020630
"National Bankshares, Inc.",Bank Holding Company,1139925,17469,19991231,20181231
Macatawa Bank Corporation,Bank Holding Company,2634696,17665,19991231,20181231
"Fauquier Bankshares, Inc.",Bank Holding Company,1076600,17667,19991231,20181231
Bank Of Marin,Commercial Bank,1436204,17669,19991227,20070701
Bank Of Marin Bancorp,Bank Holding Company,3590388,17669,20070702,20181231
"Mutualfirst Financial, Inc.",Bank Holding Company,3175794,17670,19991231,20181231
Lnb Bancorp Inc.,Bank Holding Company,1071669,17957,20000229,20150814
"Lakeland Bancorp, Inc.",Bank Holding Company,1404799,18304,20000229,20181231
Humboldt Bancorp,Bank Holding Company,2349860,18707,19900101,20040710
"Peoples Community Bancorp, Inc",Commercial Bank,3296877,18710,20000330,20090731
"Bsd Bancorp, Inc.",Bank Holding Company,1028560,20249,19860630,19930930
Bankboston Corporation,Bank Holding Company,1112076,20264,19860630,19991001
"Bank Of New York Company, Inc.",Bank Holding Company,1033470,20265,19860630,20070701
"Bank Of New York Mellon Corporation, The",Bank Holding Company,3587146,20265,20070701,20181231
Bankers Trust Corporation,Bank Holding Company,1032473,20266,19860630,19990630
Chase Manhattan Corporation,Bank Holding Company,1040795,20432,19860630,19960331
Jpmorgan Chase & Co.,Bank Holding Company,1039502,20436,19860630,20181231
Citicorp,Bank Holding Company,1042351,20456,19860630,19981007
"Citizens First Bancorp, Inc.",Bank Holding Company,1048607,20457,19860630,19940930
Citigroup Inc.,Bank Holding Company,1951350,20483,19881215,20181231
Continental Bank Corporation,Bank Holding Company,1020603,20511,19860630,19940831
Equimark Corporation,Bank Holding Company,1069479,20660,19860630,19930115
First Chicago Corporation,Bank Holding Company,1201028,20712,19860630,19951130
"First City Bancorporation Of Texas, Inc.",Bank Holding Company,1249338,20713,19880729,19921103
First Fidelity Bancorporation,Bank Holding Company,1248612,20717,19880229,19951231
First Interstate Bancorp,Bank Holding Company,1023538,20720,19860630,19960401
First Pennsylvania Corp,Bank Holding Company,1116113,20722,19860630,19900304
"First Virginia Banks, Inc.",Bank Holding Company,1071968,20724,19860630,20030702
Firstar Holdings Corporation,Bank Holding Company,1199479,20726,19860630,20000101
Fleetboston Financial Corporation,Bank Holding Company,1113514,20734,19860630,20040401
Guardian Bancorp,Bank Holding Company,1031412,20856,19880229,19950120
La Jolla Bancorp,Bank Holding Company,1029978,21076,19860630,19900823
Manufacturers Hanover Corporation,Bank Holding Company,1035296,21150,19860630,19911231
J.P. Morgan & Co. Incorporated,Bank Holding Company,1037115,21222,19860630,20001231
Morgan Stanley,Bank Holding Company,2162966,21224,19930602,20181231
Wells Fargo & Company,Bank Holding Company,1120754,21305,19860630,20181231
Republic New York Corporation,Bank Holding Company,1021075,21506,19860630,19991231
"Charles Schwab Corporation, The",Bank Holding Company,1026632,21578,19870930,20181231
Signet Banking Corporation,Bank Holding Company,1072107,21619,19860630,19971129
Southeast Banking Corporation,Bank Holding Company,1077689,21639,19860630,19910919
Sterling Bancorp,Bank Holding Company,1039454,21670,19860630,20131031
"Suntrust Banks, Inc.",Bank Holding Company,1131787,21691,19860630,20181231
Summit Bancorp,Bank Holding Company,1033872,21822,19860630,20010301
Wells Fargo & Company,Bank Holding Company,1027095,21902,19860630,19980930
"Boatmen'S Arkansas, Inc",Bank Holding Company,1093942,21939,19860630,19970816
Irving Bank Corp,Bank Holding Company,1033313,24906,19860630,19881230
Wachovia Corporation,Bank Holding Company,1136157,25115,19860630,20010901
First Wyoming Bancorp,Bank Holding Company,1049686,25514,19860630,19881229
Whitney Holding Corporation,Bank Holding Company,1079740,26508,19900101,20110605
"Centura Banks, Inc.",Bank Holding Company,1826056,28913,19900101,20101101
"Northrim Bancorp, Inc.",Bank Holding Company,3025385,28947,20020101,20181231
Mbna Corporation,Bank Holding Company,1871159,28976,19900101,20060101
Sc Bancorp,Bank Holding Company,1029110,28991,19900101,19971011
Redwood Empire Bancorp,Bank Holding Company,1426997,29089,19900101,20050301
First Commonwealth Financial Corporation,Bank Holding Company,1071306,29505,19920630,20181231
"Midsouth Bancorp, Inc.",Bank Holding Company,1086654,29811,19930430,20181231
"First Citizens Bancstock, Inc.",Bank Holding Company,1246636,29962,19900101,19960309
"Corpus Christi Bancshares, Inc.",Bank Holding Company,1131228,29997,19900101,19970307
Capital One Financial Corporation,Bank Holding Company,2277860,30513,19941130,20181231
"Cornerstone Bancorp, Inc.",Bank Holding Company,2746254,30856,19900101,20060102
"First West Virginia Bancorp, Inc.",Bank Holding Company,1070336,30857,19950331,20151130
"First National Bankshares, Inc.",Bank Holding Company,1083297,30872,19900101,19970228
Teche Holding Company,Bank Holding Company,3841772,30879,19950428,20140530
"New Iberia Bancorp, Inc., The",Bank Holding Company,1085406,30935,19900101,19970531
"Bostonfed Bancorp, Inc.",Commercial Bank,2521750,30960,19951024,20050121
"Impac Mortgage Holdings, Inc.",Domestic Entity Other,2684888,31194,19951121,20181231
"Falmouth Bancorp, Inc.",Commercial Bank,2568867,31594,19971008,20040716
"Commercial Bancshares, Incorporated",Bank Holding Company,1023097,31656,19900101,19980401
"Haywood Bancshares, Inc.",Bank Holding Company,2322087,31663,19960620,20000215
"Acadiana Bancshares, Inc.",Bank Holding Company,2412559,31683,19960716,20030228
"Pab Bankshares, Inc.",Bank Holding Company,1083934,31694,19900101,20110429
Southwest Georgia Financial Corporation,Bank Holding Company,1081538,31718,19960830,20181231
"Community Bankshares, Inc.",Bank Holding Company,2074407,31791,19900101,20081101
Bridge View Bancorp,Bank Holding Company,2508425,31816,19900101,20030501
International Bancshares Corporation,Bank Holding Company,1104231,31854,19980331,20181231
Scbt Financial Corporation,Bank Holding Company,1133437,31896,19970131,20181231
"Unity Bancorp, Inc.",Commercial Bank,2181426,31907,19970131,20181231
Community Capital Corp.,Bank Holding Company,1398937,31913,19900101,20110930
"U.S.B. Holding Co., Inc.",Bank Holding Company,1048652,31961,19900101,20080101
"Community Bankshares, Incorporated",Bank Holding Company,1131170,32021,19900101,20011130
Bar Harbor Bankshares,Bank Holding Company,1115385,32069,19970930,20181231
Camden National Corporation,Bank Holding Company,1130249,32101,19971031,20181231
Bank Of South Windsor,Commercial Bank,1393129,32170,19900101,19980815
First Philson Financial Corporation,Bank Holding Company,1136643,32181,19900101,19990715
"Friedman, Billings, Ramsey Group, Inc.",Domestic Entity Other,2926636,32183,20010401,20181231
"Mid Penn Bancorp, Inc.",Bank Holding Company,1944204,32185,19971231,20181231
Unizan Financial Corp.,Bank Holding Company,1071632,33717,19990915,20060228
Rurban Financial Corp.,Bank Holding Company,1071454,33945,20011130,20181231
Sussex Bancorp,Bank Holding Company,2461463,34666,19980227,20181231
Local Financial Corporation,Bank Holding Company,2776073,34723,19900101,20040619
Santander Bancorp,Bank Holding Company,2847115,34823,19900101,20100331
Heritage Commerce Corp,Bank Holding Company,2634874,34846,19980731,20181231
"Salisbury Bancorp, Inc.",Bank Holding Company,2693273,34857,19980831,20181231
"F & M Bancorporation, Inc.",Bank Holding Company,1204805,34874,19900101,20050418
"Carolina First Bancshares, Inc.",Bank Holding Company,1416813,35041,19900101,20000404
"Goldman Sachs Group, Inc., The",Bank Holding Company,2380443,35048,19990528,20181231
Mercantile Bank Corporation,Bank Holding Company,2608763,35205,19990730,20181231
"Hamilton Bancorp, Inc.",Bank Holding Company,1249990,35264,19900101,20020111
Citizens Holding Company,Bank Holding Company,1083475,36338,19991029,20181231
Scripps Financial Corporation,Bank Holding Company,2815682,36354,19900101,20001014
"Pelican Financial, Inc.",Bank Holding Company,2558167,36377,19900101,20060422
Mcb Financial Corporation,Bank Holding Company,2109617,36560,19900101,20020101
"Premier Bancorp, Inc.",Bank Holding Company,2614634,36563,19900101,20030801
First City Bank,Commercial Bank,1419234,37133,19900101,20041204
"Metlife, Inc.",Domestic Entity Other,2945824,37138,20010228,20181231
Cadence Financial Corporation,Bank Holding Company,1100037,37139,19900101,20100930
Old Point Financial Corporation,Bank Holding Company,1076673,37177,20000428,20181231
Port Financial Corp,Bank Holding Company,2242103,37182,20000412,20030731
"Three Rivers Bancorp, Inc.",Bank Holding Company,2873682,37192,19900101,20021001
Peoples Financial Corporation,Bank Holding Company,1133174,37522,20000531,20171229
"Berkshire Hills Bancorp, Inc",Thrift holding company,2333663,37659,20000630,20181231
"Hawthorn Bancshares, Inc",Bank Holding Company,2038409,37716,20000630,20181231
Pacwest Bancorp,Bank Holding Company,2875332,37718,20000630,20181231
Hfb Financial Corporation,Bank Holding Company,3066977,37724,19900101,20031231
Pacific Continental Corporation,Bank Holding Company,2762973,37736,20000630,20171031
Pacific Mercantile Bancorp,Bank Holding Company,2869733,37737,20000630,20181231
"United Security Bancshares, Inc.",Bank Holding Company,1086168,37750,20000630,20181231
"American Community Bancshares, Inc.",Bank Holding Company,2900784,37912,19900101,20090417
Pennrock Financial Services Corp.,Bank Holding Company,1139813,37951,19900101,20050701
Pacific Union Bank,Commercial Bank,803162,38453,19900101,20040501
Middleburg Financial Corporation,Bank Holding Company,2176413,39167,20000929,20170331
Valencia Bank & Trust,Commercial Bank,1157255,39178,19900101,20021101
American River Bankshares,Bank Holding Company,2312837,40193,20001031,20181231
Bank Mutual Corp New,Thrift holding company,2929374,40983,20010205,20180131
"Commonwealth Bankshares, Inc.",Bank Holding Company,1250606,40986,19900101,20110923
Peapack-Gladstone Financial Corporation,Bank Holding Company,2651590,41007,20001130,20181231
Brunswick Bancorp,Bank Holding Company,1136344,41076,20001226,20070209
Hanmi Financial Corporation,Bank Holding Company,2900261,41159,20010131,20181231
Sterling Branch,Commercial Bank,1931941,41268,19900101,20061231
"Centerstate Banks, Inc.",Bank Holding Company,2868129,41269,20010228,20181231
East Penn Financial Corporation,Bank Holding Company,3186240,41270,19900101,20071117
"Community Capital Bancshares, Inc.",Bank Holding Company,2775142,41385,19900101,20071231
Business Bancorp,Bank Holding Company,2853666,41386,20010306,20040115
"First Community Bancshares, Inc.",Bank Holding Company,1478017,41388,20010330,20181231
"United Bancshares, Inc.",Bank Holding Company,1136009,41393,20010330,20181231
5Th And Taylor Financial Center Branch,Commercial Bank,2508779,41458,19900101,20071231
First Banctrust Corporation,Bank Holding Company,2971261,41459,20010419,20081021
First Citizens Banc Corp,Bank Holding Company,1246533,41460,20010430,20181231
"Shore Bancshares, Inc.",Bank Holding Company,2429838,41464,20010430,20181231
Franklin Financial Corporation,Bank Holding Company,1495229,41554,19900101,20040611
Monroe Bancorp,Bank Holding Company,1210299,41558,19900101,20110101
United Security Bancshares,Bank Holding Company,3015975,41564,20010612,20181231
"Gateway Financial Holdings, Inc.",Bank Holding Company,2973591,41697,19900101,20081231
Glen Burnie Bancorp,Bank Holding Company,2001328,41698,20010629,20181231
Cnbc Bancorp,Bank Holding Company,2501798,41814,19900101,20030301
"Evans Bancorp, Inc.",Bank Holding Company,1401190,41815,20010731,20181231
Vineyard National Bancorp,Bank Holding Company,1364110,41821,19900101,20080930
Firstbank Corporation,Bank Holding Company,1134322,41974,20010831,20140530
Mackinac Financial Corporation,Bank Holding Company,1123933,41979,20010831,20181231
Tower Financial Corporation,Bank Holding Company,2745604,42116,20010928,20140425
Charter Financial Corporation,Thrift holding company,3145694,42266,20011031,20130408
Charter Financial Corp/Md,Thrift holding company,4459839,42266,20130409,20180831
"Principal Financial Group, Inc.",Thrift holding company,3853449,42285,20011031,20131231
"Penns Woods Bancorp, Inc.",Bank Holding Company,1117688,42396,20011130,20181231
Westfield Financial Inc,Domestic Entity Other,2338471,42533,20011231,20181231
Alliance Bank Corporation,Commercial Bank,2712978,42534,20011205,20020815
Alliance Bankshares Corporation,Bank Holding Company,3123638,42534,20020816,20120930
Albemarle First Bank,Commercial Bank,2751977,42535,19900101,20060701
Community Central Bank Corporation,Bank Holding Company,2443526,42539,19900101,20100930
1St Constitution Bancorp,Bank Holding Company,2784920,42541,20011231,20181231
"Madison Bancshares, Inc.",Bank Holding Company,3026551,42543,19900101,20040821
Southern Community Financial Corporation,Bank Holding Company,2981831,42548,19900101,20120930
"Union Bankshares, Inc.",Bank Holding Company,1114940,42549,20000731,20181231
Integrity Financial Corporation,Bank Holding Company,2803474,42652,19900101,20060429
Stellarone Corporation,Bank Holding Company,2502049,42653,20020131,20131231
Wgnb Corp.,Bank Holding Company,1134911,42654,19900101,20100129
Millennium Bankshares Corporation,Bank Holding Company,2767660,42785,19900101,20080930
American Bank Incorporated,Bank Holding Company,3008753,42909,19900101,20070630
"United Community Banks, Inc.",Bank Holding Company,1249347,42912,20020328,20181231
"Pinnacle Financial Partners, Inc.",Bank Holding Company,2925657,43147,20020531,20181231
"Sturgis Bancorp, Inc.",Bank Holding Company,3051571,43259,20020603,20050223
"Severn Bancorp, Inc.",Thrift holding company,3831465,43260,20020628,20181231
"West Bancorporation, Inc.",Bank Holding Company,1210066,43261,20020628,20181231
Cit Group Inc.,Bank Holding Company,1036967,43340,20020731,20181231
Crescent Financial Corporation,Bank Holding Company,3027709,43448,20020830,20140703
"First Pactrust Bancorp, Inc.",Bank holding company,3153130,43449,20020830,20181231
"James Monroe Bancorp, Inc.",Bank Holding Company,2805683,43450,19900101,20060718
"Monarch Community Bancorp, Inc",Bank Holding Company,3226520,43451,20060603,20120928
"Texas United Bancshares, Incorporated",Bank Holding Company,2663838,43453,19900101,20070201
Bank Of Mckenney,Commercial Bank,746429,43502,19900101,20090930
Mountainbank Financial Corporation,Bank Holding Company,2983394,43505,19900101,20031003
North Bay Bancorp,Bank Holding Company,2845175,43506,19900101,20070427
Center Financial Corporation,Bank Holding Company,3003178,43612,19900101,20110930
"First National Bancshares, Inc.",Bank Holding Company,2720067,43614,19900101,20060413
"Green Bankshares, Inc.",Bank Holding Company,1133277,43615,19900101,20120630
"Jacksonville Bancorp, Inc.",Bank Holding Company,2737766,43616,20021031,20160311
"Taylor Capital Group, Inc.",Bank Holding Company,2495039,43617,20021031,20140817
Parke Bank,Commercial Bank,2764212,43689,20021121,20050601
"Parke Bancorp, Inc",Bank Holding Company,3347292,43689,20050602,20181231
Southern Community Bank & Trust,Commercial Bank,2760232,43692,20021112,20040430
Village Bank And Trust Financial Corp.,Bank Holding Company,3251027,43692,20040501,20181231
Somerset Hills Bancorp,Bank Holding Company,2950480,43694,20021129,20130531
Bank Of Florida Corporation,Bank Holding Company,2796624,43781,19900101,20100528
"Carolina Bank Holdings, Inc.",Bank Holding Company,2943473,43783,20021231,20170303
Ohio Legacy Corp.,Bank Holding Company,2873039,43786,19900101,20120930
"Bridge Bank, National Association",Commercial Bank,3025406,43843,20030127,20040930
Bridge Capital Holdings,Bank Holding Company,3280988,43843,20041001,20150629
First Community Corporation,Bank Holding Company,2337401,43845,20030131,20181231
"Bridge Street Financial, Inc.",Bank Holding Company,3138119,43847,19900101,20061007
"Provident Financial Services, Inc.",Bank Holding Company,3133637,43857,20030131,20181231
Boardwalk Bank,Commercial Bank,2835626,43906,19900101,20080201
"First Shares Bancorp, Inc.",Bank Holding Company,2294700,43975,19900101,20040801
"Waccamaw Bankshares, Inc",Bank Holding Company,3004689,43978,19900101,20101231
St. Joseph Capital Corporation,Bank Holding Company,2474931,44005,19900101,20070202
"Ibt Bancorp, Inc.",Bank Holding Company,1141674,44034,19900101,20080607
"Heartland Financial Usa, Inc.",Bank Holding Company,1206546,44055,20030530,20181231
Mbt Financial Corp.,Bank Holding Company,2907822,44057,20030530,20181231
Monmouth Community Bancorp,Bank Holding Company,2910055,44058,19900101,20101201
Optimumbank.Com,Commercial Bank,2953418,44059,20030508,20040429
"Optimumbank Holdings, Inc.",Bank Holding Company,3251661,44059,20040430,20181231
First Washington Financialcorp,Bank Holding Company,2693488,44116,19900101,20050101
"Nb&T Financial Group, Inc.",Bank Holding Company,1070756,44119,20030630,20150306
"Jefferson Bancshares, Inc.",Bank Holding Company,3821756,44174,20081101,20140530
Monarch Bank,Commercial Bank,2718345,44175,20030715,20060601
"Monarch Financial Holdings, Inc",Bank Holding Company,3435386,44175,20060601,20160624
Premierwest Bancorp,Bank Holding Company,2867542,44177,20030731,20130409
"Atlantic Bancgroup, Inc.",Bank Holding Company,2757184,44286,20030829,20101116
Bnc Bancorp,Bank Holding Company,3141650,44287,20030829,20170615
Sterling Bank,Commercial Bank,1819366,44291,19900101,20100717
"Texas Capital Bancshares, Inc.",Bank Holding Company,2706735,44292,20030829,20181231
Univest Corporation Of Pennsylvania,Bank Holding Company,1116609,44293,20030829,20181231
